"id","sequence","sourceParagraph","sourceUrl","rowType","dateSourceParagraph","dateExpression","dateKind","startYear","startQualifier","endYear","endQualifier","alternativeYears","description","scriptureReferences","publicationReferences","categories","suggestedType"
"jw-dates-calendar-p304","236","p304","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=304","dated","p304","647","point","647","exact","","","","Jeremiah commissioned","","it-2 30; | rr 67; | jr 17; | w07 3/15 8; | si 124, | 296","other","event"
"jw-dates-calendar-p305","237","p305","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=305","dated","p305","645","point","645","exact","","","","Nabopolassar becomes king of Babylon","","it-1 205, | 236","rulership","event"
"jw-dates-calendar-p306","238","p306","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=306","dated","p306","c. 643","point","643","approximate","","","","Ezekiel born","","rr 23, | 27","birth","person-boundary"
"jw-dates-calendar-p307","239","p307","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=307","dated","p307","c. 642","point","642","approximate","","","","book of the Law found during temple repairs","","it-2 117; | rr 23","temple","event"
"jw-dates-calendar-p308","240","p308","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=308","continuation","p307","c. 642","point","642","approximate","","","","Josiah returns ark of the covenant to temple","","ijwbq article 118; | it-1 167; | w09 9/1 18","covenant | temple | travel","event"
"jw-dates-calendar-p309","241","p309","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=309","dated","p309","642","point","642","exact","","","","Josiah arranges special Passover celebration","","it-2 118","other","event"
"jw-dates-calendar-p310","242","p310","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=310","dated","p310","b. 632","point","632","before","","","","Nahum written","","w07 11/15 8; | si 158-159, | 296","writing","event"
"jw-dates-calendar-p311","243","p311","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=311","dated","p311","632","point","632","exact","","","","Nineveh falls","","it-1 205; | it-2 505; | jr 18; | g 12/10 28; | g 11/07 17-18; | si 296","other","event"
"jw-dates-calendar-p312","244","p312","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=312","dated","p312","629","point","629","exact","","","","Josiah dies in battle with Pharaoh Necho(h)","","it-1 768; | rr 27; | jr 18; | w88 2/1 27","death | warfare","person-boundary"
"jw-dates-calendar-p313","245","p313","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=313","continuation","p312","629","point","629","exact","","","","Pharaoh Necho(h) takes Carchemish","","it-1 768","other","event"
"jw-dates-calendar-p314","246","p314","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=314","continuation","p312","629","point","629","exact","","","","reestablishment of Assyrian Empire fails","","it-1 205","other","event"
"jw-dates-calendar-p315","247","p315","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=315","dated","p315","628","point","628","exact","","","","Jehoahaz (age 23) becomes king of Judah","2Ki 23:31; | 2Ch 36:1, 2","it-1 1265; | rr 27; | si 296","rulership","event"
"jw-dates-calendar-p316","248","p316","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=316","continuation","p315","628","point","628","exact","","","","Jehoiakim (age 25) becomes king of Judah","2Ki 23:36; | 2Ch 36:5","it-1 1268; | rr 27; | si 296","rulership","event"
"jw-dates-calendar-p317","249","p317","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=317","dated","p317","c. 628","point","628","approximate","","","","Habakkuk written","","w07 11/15 8; | si 161, | 296","writing","event"
"jw-dates-calendar-p318","250","p318","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=318","dated","p318","625","point","625","exact","","","","Babylon a world power","","wcg 105; | it-1 144","world-power","world-power-transition"
"jw-dates-calendar-p319","251","p319","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=319","continuation","p318","625","point","625","exact","","","","Jeremiah has Baruch write prophecies","","it-1 1268; | mwb17.05 6; | w06 8/15 16-17","other","event"
"jw-dates-calendar-p320","252","p320","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=320","continuation","p318","625","point","625","exact","","","","Nebuchadnezzar becomes king of Babylon","","it-2 480; | si 296","rulership","event"
"jw-dates-calendar-p321","253","p321","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=321","continuation","p318","625","point","625","exact","","","","Nebuchadnezzar defeats Pharaoh Necho(h) at battle of Carchemish","","it-1 418, | 768-769, | 1268-1269; | it-2 480; | rr 27; | jr 24; | dp 31; | si 161; | w88 2/1 27","warfare","event"
"jw-dates-calendar-p322","254","p322","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=322","dated","p322","624","point","624","exact","","","","Baruch reads scroll in temple courtyard","","w06 8/15 17","temple","event"
"jw-dates-calendar-p323","255","p323","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=323","continuation","p322","624","point","624","exact","","","","Nebuchadnezzar’s first regnal year","","it-2 480; | si 296","rulership","event"
"jw-dates-calendar-p324","256","p324","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=324","dated","p324","620","point","620","exact","","","","Nebuchadnezzar invades Judah","","rr 27","other","event"
"jw-dates-calendar-p325","257","p325","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=325","continuation","p324","620","point","620","exact","","","","Jehoiakim vassal to Nebuchadnezzar","","it-1 1269; | rr 27, | 73; | si 296","other","event"
"jw-dates-calendar-p326","258","p326","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=326","dated","p326","618","point","618","exact","","","","Nebuchadnezzar besieges Jerusalem","","jr 24; | dp 32","other","event"
"jw-dates-calendar-p327","259","p327","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=327","continuation","p326","618","point","618","exact","","","","Jehoiakim dies","","it-1 1268; | rr 27; | dp 32","death","person-boundary"
"jw-dates-calendar-p328","260","p328","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=328","dated","p328","618-617","range","618","exact","617","exact","","Jehoiachin (age 18) becomes king of Judah for 3 months, is exiled","2Ki 24:8; | 2Ch 36:9","it-1 466, | 1267; | it-2 480, | 1227; | rr 27; | jr 24-25; | dp 32; | si 296","rulership","event"
"jw-dates-calendar-p329","261","p329","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=329","dated","p329","617","point","617","exact","","","","Zedekiah (age 21) becomes king of Judah","2Ki 24:18; | 2Ch 36:11","it-1 466; | it-2 480-481, | 1227; | rr 27; | si 296","rulership","event"
"jw-dates-calendar-p330","262","p330","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=330","continuation","p329","617","point","617","exact","","","","first exiles from Jerusalem","","it-1 415, | 452-453, | 576, | 1267, | 1269; | it-2 326; | rr 73; | jr 24-25; | si 132, | 296; | w88 3/1 29","other","event"
"jw-dates-calendar-p331","263","p331","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=331","continuation","p329","617","point","617","exact","","","","Daniel, Hananiah, Mishael, and Azariah exiled to Babylon","","ijwbq article 193; | it-1 576, | 1269; | jr 24-25","other","event"
"jw-dates-calendar-p332","264","p332","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=332","continuation","p329","617","point","617","exact","","","","Ezekiel exiled to Babylon","","it-1 791; | rr 27; | si 132","other","event"
"jw-dates-calendar-p333","265","p333","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=333","dated","p333","614","point","614","exact","","","","Zedekiah and Seraiah to Babylon","","it-2 896","other","event"
"jw-dates-calendar-p334","266","p334","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=334","dated","p334","613","point","613","exact","","","","Ezekiel commissioned","","rr 14; | w07 7/1 11; | si 133, | 296","other","event"
"jw-dates-calendar-p335","267","p335","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=335","continuation","p334","613","point","613","exact","","","","Ezekiel sees vision of Jehovah","","rr 27","prophecy","event"
"jw-dates-calendar-p336","268","p336","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=336","dated","p336","613-609","range","613","exact","609","exact","","Ezekiel’s messages against Jerusalem","","rr 14","other","event"
"jw-dates-calendar-p337","269","p337","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=337","dated","p337","c. 613","point","613","approximate","","","","Ezekiel enacts siege and destruction of Jerusalem","","rr 63","warfare","event"
"jw-dates-calendar-p338","270","p338","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=338","dated","p338","612","point","612","exact","","","","Ezekiel’s vision of false worship in temple","","it-2 1227; | rr 27; | w07 7/1 11; | si 134","prophecy | temple","event"
"jw-dates-calendar-p339","271","p339","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=339","dated","p339","611","point","611","exact","","","","Ezekiel confirms Jerusalem to fall","","rr 27; | w07 7/1 13; | si 135","other","event"
"jw-dates-calendar-p340","272","p340","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=340","dated","p340","609","point","609","exact","","","","Tebeth 10 (December-January), final siege of Jerusalem begins","","it-2 481, | 1227; | rr 27, | 72; | si 135, | 296","warfare","event"
"jw-dates-calendar-p341","273","p341","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=341","continuation","p340","609","point","609","exact","","","","Ezekiel’s wife dies","","rr 27; | si 135","death","person-boundary"
"jw-dates-calendar-p342","274","p342","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=342","continuation","p340","609","point","609","exact","","","","Ezekiel’s messages against enemy nations begin","","rr 14","other","event"
"jw-dates-calendar-p343","275","p343","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=343","dated","p343","608","point","608","exact","","","","Jeremiah taken into custody by King Zedekiah","","ijwbv article 55","rulership","event"
"jw-dates-calendar-p344","276","p344","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=344","dated","p344","b. 607","point","607","before","","","","ark of covenant removed from temple","","ijwbq article 118; | it-2 1079","covenant | temple","event"
"jw-dates-calendar-p345","277","p345","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=345","dated","p345","607","point","607","exact","","","","Tammuz 9 (June-July), Jerusalem falls","","it-2 43, | 481, | 1228; | w88 3/1 30","other","event"
"jw-dates-calendar-p346","278","p346","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=346","continuation","p345","607","point","607","exact","","","","Ab (July-August), Jerusalem destroyed","","wcg 105; | ijwbq article 75; | it-1 11, | 466; | it-2 326, | 482; | rr 27, | 73; | w11 10/1 26-31; | w11 11/1 22-28; | w11 12/15 31; | bm 16; | si 139, | 285, | 296; | w89 3/15 21-22","warfare","event"
"jw-dates-calendar-p347","279","p347","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=347","continuation","p345","607","point","607","exact","","","","Ab 10, temple burned","","it-1 11; | it-2 482; | nwt 1778","temple","event"
"jw-dates-calendar-p348","280","p348","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=348","continuation","p345","607","point","607","exact","","","","Lamentations written","","it-2 194; | w07 6/1 8; | si 130, | 296","writing","event"
"jw-dates-calendar-p349","281","p349","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=349","continuation","p345","607","point","607","exact","","","","Tishri (September-October), last exiles from Jerusalem","","it-1 416; | si 296","other","event"
"jw-dates-calendar-p350","282","p350","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=350","dated","p350","c. 607","point","607","approximate","","","","Obadiah written","","it-2 519; | jd 25-26; | si 151, | 296","writing","event"
"jw-dates-calendar-p351","283","p351","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=351","dated","p351","a. 607","point","607","after","","","","Nebuchadnezzar takes mainland Tyre","","it-2 481; | rr 73","other","event"
"jw-dates-calendar-p352","284","p352","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=352","dated","p352","c. 606","point","606","approximate","","","","Ezekiel focuses on restoration of pure worship","","rr 14","other","event"
"jw-dates-calendar-p353","285","p353","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=353","continuation","p352","c. 606","point","606","approximate","","","","Nebuchadnezzar’s dream of image","Da 2","it-2 481; | w07 9/1 18; | dp 46; | si 139","other","event"
"jw-dates-calendar-p354","286","p354","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=354","dated","p354","602","point","602","exact","","","","Nebuchadnezzar exiles more Jews, conquers Moab and Ammon, and invades Egypt","","it-1 416; | it-2 481; | rr 73","warfare","event"
"jw-dates-calendar-p355","287","p355","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=355","dated","p355","593","point","593","exact","","","","Ezekiel’s vision of future temple","","it-2 1082; | rr 27; | w99 3/1 8; | si 136","prophecy | temple","event"
"jw-dates-calendar-p356","288","p356","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=356","dated","p356","c. 591","point","591","approximate","","","","Ezekiel foretells Nebuchadnezzar’s invasion of Egypt","","rr 27","warfare | prophecy","event"
"jw-dates-calendar-p357","289","p357","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=357","continuation","p356","c. 591","point","591","approximate","","","","Ezekiel written","","rr 27; | si 132, | 296","writing","event"
"jw-dates-calendar-p358","290","p358","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=358","dated","p358","588","point","588","exact","","","","Nebuchadnezzar defeats Egypt","","it-1 238, | 698; | rr 73","warfare","event"
"jw-dates-calendar-p359","291","p359","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=359","dated","p359","586 or 587","alternative","586","exact","","","586|587","claim of being year that Jerusalem was destroyed by Babylonians","","w11 10/1 26, | 29-31; | w11 11/1 22-25, | 27","warfare","event"
"jw-dates-calendar-p360","292","p360","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=360","dated","p360","582","point","582","exact","","","","October, Nebuchadnezzar dies","","it-1 238","death","person-boundary"
"jw-dates-calendar-p361","293","p361","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=361","dated","p361","581","point","581","exact","","","","Evil-merodach becomes king of Babylon","","it-1 773","rulership","event"
"jw-dates-calendar-p362","294","p362","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=362","dated","p362","580","point","580","exact","","","","1 and 2 Kings written","","w05 8/1 8; | si 64-65, | 69, | 296","writing","event"
"jw-dates-calendar-p363","295","p363","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=363","continuation","p362","580","point","580","exact","","","","Jehoiachin released from prison in Babylon","Jer 52:31-34","jr 31","other","event"
"jw-dates-calendar-p364","296","p364","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=364","continuation","p362","580","point","580","exact","","","","Jeremiah written","","si 124, | 296","writing","event"
"jw-dates-calendar-p365","297","p365","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=365","dated","p365","560","point","560","exact","","","","Cyrus the Great becomes king of Persia","","it-1 454, | 566; | w11 10/1 28; | dp 149","rulership","event"
"jw-dates-calendar-p366","298","p366","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=366","dated","p366","556","point","556","exact","","","","Nabonidus becomes king of Babylon","","it-2 457","rulership","event"
"jw-dates-calendar-p367","299","p367","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=367","dated","p367","553","point","553","exact","","","","Belshazzar coregent with Nabonidus","","si 139","other","event"
"jw-dates-calendar-p368","300","p368","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=368","continuation","p367","553","point","553","exact","","","","Daniel receives vision","Da 7","w07 9/1 19; | dp 129; | si 140","prophecy","event"
"jw-dates-calendar-p369","301","p369","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=369","dated","p369","551","point","551","exact","","","","Confucius born","","wp21.3 9","birth","person-boundary"
"jw-dates-calendar-p370","302","p370","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=370","continuation","p369","551","point","551","exact","","","","Daniel receives vision","Da 8","w07 9/1 19","prophecy","event"
"jw-dates-calendar-p371","303","p371","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=371","dated","p371","550","point","550","exact","","","","Cyrus unites Medes and Persians","","it-2 612; | w88 3/15 27","other","event"
"jw-dates-calendar-p372","304","p372","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=372","dated","p372","540","point","540","exact","","","","Meroë becomes capital of Ethiopia","","g90 6/22 26","other","event"
"jw-dates-calendar-p373","305","p373","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=373","dated","p373","539","point","539","exact","","","","Tishri 16 (October 5), Cyrus takes Babylon","","it-1 454, | 567-568; | it-2 459; | w11 10/1 28; | bm 17; | si 282-283, | 296, | 335","other","event"
"jw-dates-calendar-p374","306","p374","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=374","continuation","p373","539","point","539","exact","","","","Heshvan 3 (October-November) Cyrus enters Babylon as king","","it-1 453, | 568","rulership | travel","event"
"jw-dates-calendar-p375","307","p375","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=375","continuation","p373","539","point","539","exact","","","","Darius the Mede made king of Babylon, coregent with or followed by Cyrus","Da 5:31; | 9:1","it-1 580","rulership","event"
"jw-dates-calendar-p376","308","p376","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=376","continuation","p373","539","point","539","exact","","","","Medo-Persia becomes a world power","","wcg 105","world-power","world-power-transition"
"jw-dates-calendar-p377","309","p377","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=377","continuation","p373","539","point","539","exact","","","","Daniel receives prophecy of 70 weeks","Da 9","w07 9/1 19","other","event"
"jw-dates-calendar-p378","310","p378","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=378","dated","p378","538-537","range","538","exact","537","exact","","Cyrus decrees release of Jews, temple rebuilding","","wcg 105; | it-1 458-459, | 568, | 800; | mwb16.01 5; | nwt 1780; | si 85, | 283, | 285, | 296; | w87 11/1 15","temple","event"
"jw-dates-calendar-p379","311","p379","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=379","dated","p379","537","point","537","exact","","","","Tishri (September-October), Jews repatriated, altar erected","","it-1 463, | 568, | 800; | it-2 1232; | mwb16.01 5; | bm 17; | w06 1/15 17, | 19; | si 85-86, | 283, | 285, | 296","other","event"
"jw-dates-calendar-p380","312","p380","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=380","dated","p380","536","point","536","exact","","","","Nisan 24 (March-April), Daniel receives prophecy of kings of north and south","Da 10-12","it-1 577; | w07 9/1 19-20; | dp 198, | 201, | 308","other","event"
"jw-dates-calendar-p381","313","p381","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=381","continuation","p380","536","point","536","exact","","","","Iyyar (April-May), temple foundation laid","","it-1 463; | it-2 1232; | mwb16.01 5; | nwt 1784; | w06 1/15 18; | si 296","temple","event"
"jw-dates-calendar-p382","314","p382","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=382","dated","p382","c. 536","point","536","approximate","","","","Daniel written","","it-1 577; | si 138, | 296","writing","event"
"jw-dates-calendar-p383","315","p383","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=383","dated","p383","530","point","530","exact","","","","Cambyses II coregent with Cyrus; Cyrus the Great dies","","it-1 453, | 569, | 581; | it-2 613; | w11 10/1 28","death","person-boundary"
"jw-dates-calendar-p384","316","p384","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=384","dated","p384","529","point","529","exact","","","","Cambyses II’s first regnal year","","it-1 453; | w11 10/1 28","rulership","event"
"jw-dates-calendar-p385","317","p385","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=385","dated","p385","525","point","525","exact","","","","Cambyses II subjugates Egypt","","it-1 698-699","other","event"
"jw-dates-calendar-p386","318","p386","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=386","dated","p386","522","point","522","exact","","","","Cambyses II dies","","it-2 613","death","person-boundary"
"jw-dates-calendar-p387","319","p387","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=387","continuation","p386","522","point","522","exact","","","","Artaxerxes (Ezr 4:7) (Smerdis [Bardiya or Gaumata]) usurps Persian throne","Ezr 4:7","it-1 181, | 583; | it-2 613","other","event"
"jw-dates-calendar-p388","320","p388","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=388","continuation","p386","522","point","522","exact","","","","ban on temple construction","","w22.03 14-15; | it-1 181-182; | it-2 1226; | mwb16.01 5; | w06 1/15 18; | si 296","temple","event"
"jw-dates-calendar-p389","321","p389","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=389","continuation","p386","522","point","522","exact","","","","Darius I (Hystaspis) ascends throne","","it-2 613","other","event"
"jw-dates-calendar-p390","322","p390","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=390","continuation","p386","522","point","522","exact","","","","Darius I (Hystaspis) defeats Nebuchadnezzar III","","it-1 463","warfare","event"
"jw-dates-calendar-p391","323","p391","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=391","dated","p391","521-520","range","521","exact","520","exact","","Darius I’s first regnal year as king of Babylon","","it-1 463","rulership","event"
"jw-dates-calendar-p392","324","p392","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=392","dated","p392","520","point","520","exact","","","","Elul (August-September), Haggai begins prophesying","Hag 1:1","w21.09 15; | it-1 1018","prophecy","event"
"jw-dates-calendar-p393","325","p393","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=393","continuation","p392","520","point","520","exact","","","","Heshvan (Bul) (October-November), Zechariah begins prophesying","Zec 1:1","mwb16.01 5; | si 169","prophecy","event"
"jw-dates-calendar-p394","326","p394","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=394","continuation","p392","520","point","520","exact","","","","Heshvan, temple building resumed","","w22.03 15-16; | w06 1/15 18; | si 169","temple","event"
"jw-dates-calendar-p395","327","p395","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=395","continuation","p392","520","point","520","exact","","","","Haggai written","","it-1 1019; | w07 12/1 8; | jd 26; | si 166, | 296","writing","event"
"jw-dates-calendar-p396","328","p396","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=396","dated","p396","518","point","518","exact","","","","Zechariah written","","it-2 1225; | w07 12/1 8; | si 169, | 296","writing","event"
"jw-dates-calendar-p397","329","p397","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=397","dated","p397","515","point","515","exact","","","","Adar 3 (March 6), temple completed","Ezr 6:15","wcg 105; | it-1 463, | 584; | it-2 1078; | mwb16.01 5; | w06 1/15 18; | w98 3/1 12; | si 86, | 296","temple","event"
"jw-dates-calendar-p398","330","p398","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=398","dated","p398","496","point","496","exact","","","","Xerxes I (Ahasuerus) coregent with father Darius I (Hystaspis)","","it-2 615-616","other","event"
"jw-dates-calendar-p399","331","p399","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=399","dated","p399","495","point","495","exact","","","","Xerxes I’s (Ahasuerus) first regnal year","","it-1 61","rulership","event"
"jw-dates-calendar-p400","332","p400","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=400","dated","p400","490","point","490","exact","","","","battle of Marathon, Greece","","it-1 584; | it-2 613; | w05 9/1 28; | g95 5/8 22","warfare","event"
"jw-dates-calendar-p401","333","p401","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=401","dated","p401","486","point","486","exact","","","","Darius I (Hystaspis) dies","","it-1 584; | it-2 613-614","death","person-boundary"
"jw-dates-calendar-p402","334","p402","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=402","dated","p402","484","point","484","exact","","","","Nisan 13 (March-April), Xerxes I (Ahasuerus) through Haman decrees extermination of Jews","Es 3","it-2 716","other","event"
"jw-dates-calendar-p403","335","p403","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=403","continuation","p402","484","point","484","exact","","","","Sivan 23 (May-June), Xerxes I (Ahasuerus) through Mordecai decrees that Jews may defend themselves","Es 8","it-2 716","other","event"
"jw-dates-calendar-p404","336","p404","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=404","dated","p404","483","point","483","exact","","","","Adar 13-14 (February-March), Jews slaughter enemies","Es 9:1-17","it-2 716","other","event"
"jw-dates-calendar-p405","337","p405","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=405","continuation","p404","483","point","483","exact","","","","Adar 14-15, Festival of Purim initiated","Es 9:18-22","it-2 716; | si 94","other","event"
"jw-dates-calendar-p406","338","p406","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=406","dated","p406","480","point","480","exact","","","","Xerxes I invades Greece","","it-1 1002-1003; | dp 213; | g99 4/8 25-27","other","event"
"jw-dates-calendar-p407","339","p407","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=407","continuation","p406","480","point","480","exact","","","","battle at Thermopylae","","it-2 614; | g99 4/8 26-27","warfare","event"
"jw-dates-calendar-p408","340","p408","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=408","dated","p408","479","point","479","exact","","","","Confucius dies (age 72)","","wp21.3 9","death","person-boundary"
"jw-dates-calendar-p409","341","p409","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=409","continuation","p408","479","point","479","exact","","","","Greeks defeat Persians at Plataea","","g99 8/8 25-27","warfare","event"
"jw-dates-calendar-p410","342","p410","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=410","dated","p410","c. 475","point","475","approximate","","","","Esther written","","si 91-92, | 296","writing","event"
"jw-dates-calendar-p411","343","p411","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=411","dated","p411","475","point","475","exact","","","","Artaxerxes Longimanus ascends throne","","it-2 614-616; | si 88, | 291","other","event"
"jw-dates-calendar-p412","344","p412","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=412","dated","p412","474-473","range","474","exact","473","exact","","Artaxerxes Longimanus’ first regnal year","","it-2 616; | dp 197; | w90 10/15 10; | si 88","rulership","event"
"jw-dates-calendar-p413","345","p413","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=413","dated","p413","468","point","468","exact","","","","Nisan 1 to Ab 1 (four months March/April to June/July), Ezra travels to Jerusalem","Ezr 7:7-9","it-1 797-798; | it-2 614; | w06 1/15 19; | si 86, | 296","other","event"
"jw-dates-calendar-p414","346","p414","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=414","dated","p414","c. 460","point","460","approximate","","","","1 and 2 Chronicles written","","w05 10/1 8; | w05 12/1 18; | si 75-76, | 79, | 297","writing","event"
"jw-dates-calendar-p415","347","p415","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=415","continuation","p414","c. 460","point","460","approximate","","","","Ezra written","","si 85, | 297","writing","event"
"jw-dates-calendar-p416","348","p416","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=416","continuation","p414","c. 460","point","460","approximate","","","","Psalms completed","","si 101, | 297","other","event"
"jw-dates-calendar-p417","349","p417","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=417","dated","p417","456","point","456","exact","","","","Chislev (November-December), Nehemiah visited by Jews from Jerusalem","Ne 1:1-3","it-2 487-488; | w86 2/15 25","other","event"
"jw-dates-calendar-p418","350","p418","https://wol.jw.org/en/wol/d/r1/lp-e/1200271562#h=418","dated","p418","455","point","455","exact","","","","Nisan (March-April), Artaxerxes Longimanus sends Nehemiah to rebuild Jerusalem and walls","","it-1 463; | it-2 487-488, | 616, | 899-900; | w06 2/1 8-9; | dp 197; | w90 10/15 10; | si 88, | 283, | 291; | w89 3/15 21-22","other","event"
